date,division,index
2000-01-01,overall,80.3
2000-02-01,overall,80.4
2000-03-01,overall,80.3
2000-04-01,overall,80.3
2000-05-01,overall,80.4
2000-06-01,overall,80.4
2000-07-01,overall,80.5
2000-08-01,overall,80.5
2000-09-01,overall,80.5
2000-10-01,overall,80.8
2000-11-01,overall,80.9
2000-12-01,overall,81.3
2001-01-01,overall,81.5
2001-02-01,overall,81.7
2001-03-01,overall,81.5
2001-04-01,overall,81.6
2001-05-01,overall,81.7
2001-06-01,overall,81.6
2001-07-01,overall,81.6
2001-08-01,overall,81.5
2001-09-01,overall,81.6
2001-10-01,overall,81.5
2001-11-01,overall,82.2
2001-12-01,overall,82.2
2002-01-01,overall,82.4
2002-02-01,overall,82.6
2002-03-01,overall,83.2
2002-04-01,overall,83.1
2002-05-01,overall,83.2
2002-06-01,overall,83.3
2002-07-01,overall,83.3
2002-08-01,overall,83.2
2002-09-01,overall,83.3
2002-10-01,overall,83.2
2002-11-01,overall,83.4
2002-12-01,overall,83.6
2003-01-01,overall,83.8
2003-02-01,overall,83.9
2003-03-01,overall,83.8
2003-04-01,overall,83.9
2003-05-01,overall,84.0
2003-06-01,overall,83.9
2003-07-01,overall,84.1
2003-08-01,overall,84.0
2003-09-01,overall,84.2
2003-10-01,overall,84.2
2003-11-01,overall,84.3
2003-12-01,overall,84.6
2004-01-01,overall,84.6
2004-02-01,overall,84.6
2004-03-01,overall,84.6
2004-04-01,overall,84.7
2004-05-01,overall,85.0
2004-06-01,overall,85.0
2004-07-01,overall,85.2
2004-08-01,overall,85.2
2004-09-01,overall,85.5
2004-10-01,overall,86.0
2004-11-01,overall,86.2
2004-12-01,overall,86.3
2005-01-01,overall,86.6
2005-02-01,overall,86.7
2005-03-01,overall,86.7
2005-04-01,overall,86.8
2005-05-01,overall,87.5
2005-06-01,overall,87.7
2005-07-01,overall,87.7
2005-08-01,overall,88.3
2005-09-01,overall,88.5
2005-10-01,overall,88.7
2005-11-01,overall,89.0
2005-12-01,overall,89.1
2006-01-01,overall,89.4
2006-02-01,overall,89.5
2006-03-01,overall,90.8
2006-04-01,overall,90.8
2006-05-01,overall,91.0
2006-06-01,overall,91.1
2006-07-01,overall,91.3
2006-08-01,overall,91.2
2006-09-01,overall,91.4
2006-10-01,overall,91.4
2006-11-01,overall,91.7
2006-12-01,overall,91.8
2007-01-01,overall,92.3
2007-02-01,overall,92.3
2007-03-01,overall,92.2
2007-04-01,overall,92.2
2007-05-01,overall,92.3
2007-06-01,overall,92.5
2007-07-01,overall,92.8
2007-08-01,overall,93.0
2007-09-01,overall,93.1
2007-10-01,overall,93.2
2007-11-01,overall,93.8
2007-12-01,overall,94.0
2008-01-01,overall,94.4
2008-02-01,overall,94.7
2008-03-01,overall,94.7
2008-04-01,overall,95.0
2008-05-01,overall,95.8
2008-06-01,overall,99.6
2008-07-01,overall,100.7
2008-08-01,overall,100.9
2008-09-01,overall,100.7
2008-10-01,overall,100.3
2008-11-01,overall,99.1
2008-12-01,overall,98.2
2009-01-01,overall,98.1
2009-02-01,overall,98.3
2009-03-01,overall,98.1
2009-04-01,overall,97.9
2009-05-01,overall,98.1
2009-06-01,overall,98.2
2009-07-01,overall,98.3
2009-08-01,overall,98.4
2009-09-01,overall,98.7
2009-10-01,overall,98.8
2009-11-01,overall,99.0
2009-12-01,overall,99.2
2010-01-01,overall,99.4
2010-02-01,overall,99.4
2010-03-01,overall,99.4
2010-04-01,overall,99.4
2010-05-01,overall,99.6
2010-06-01,overall,99.7
2010-07-01,overall,100.0
2010-08-01,overall,100.3
2010-09-01,overall,100.4
2010-10-01,overall,100.6
2010-11-01,overall,100.8
2010-12-01,overall,101.2
2011-01-01,overall,101.8
2011-02-01,overall,102.3
2011-03-01,overall,102.4
2011-04-01,overall,102.6
2011-05-01,overall,102.9
2011-06-01,overall,103.2
2011-07-01,overall,103.4
2011-08-01,overall,103.6
2011-09-01,overall,103.9
2011-10-01,overall,104.0
2011-11-01,overall,104.1
2011-12-01,overall,104.2
2012-01-01,overall,104.5
2012-02-01,overall,104.5
2012-03-01,overall,104.5
2012-04-01,overall,104.5
2012-05-01,overall,104.7
2012-06-01,overall,104.8
2012-07-01,overall,104.8
2012-08-01,overall,105.0
2012-09-01,overall,105.2
2012-10-01,overall,105.4
2012-11-01,overall,105.5
2012-12-01,overall,105.5
2013-01-01,overall,105.9
2013-02-01,overall,106.1
2013-03-01,overall,106.2
2013-04-01,overall,106.3
2013-05-01,overall,106.6
2013-06-01,overall,106.7
2013-07-01,overall,106.9
2013-08-01,overall,107.0
2013-09-01,overall,107.9
2013-10-01,overall,108.3
2013-11-01,overall,108.6
2013-12-01,overall,108.9
2014-01-01,overall,109.5
2014-02-01,overall,109.8
2014-03-01,overall,109.9
2014-04-01,overall,109.9
2014-05-01,overall,110.0
2014-06-01,overall,110.2
2014-07-01,overall,110.3
2014-08-01,overall,110.5
2014-09-01,overall,110.7
2014-10-01,overall,111.3
2014-11-01,overall,111.9
2014-12-01,overall,111.8
2015-01-01,overall,110.6
2015-02-01,overall,109.9
2015-03-01,overall,110.9
2015-04-01,overall,111.9
2015-05-01,overall,112.3
2015-06-01,overall,113.0
2015-07-01,overall,113.9
2015-08-01,overall,113.9
2015-09-01,overall,113.6
2015-10-01,overall,114.1
2015-11-01,overall,114.8
2015-12-01,overall,114.8
2016-01-01,overall,114.5
2016-02-01,overall,114.5
2016-03-01,overall,113.8
2016-04-01,overall,114.3
2016-05-01,overall,114.6
2016-06-01,overall,114.8
2016-07-01,overall,115.1
2016-08-01,overall,115.6
2016-09-01,overall,115.3
2016-10-01,overall,115.7
2016-11-01,overall,116.8
2016-12-01,overall,116.8
2017-01-01,overall,118.1
2017-02-01,overall,119.6
2017-03-01,overall,119.4
2017-04-01,overall,119.2
2017-05-01,overall,119.0
2017-06-01,overall,118.7
2017-07-01,overall,118.7
2017-08-01,overall,119.8
2017-09-01,overall,120.1
2017-10-01,overall,120.0
2017-11-01,overall,120.8
2017-12-01,overall,120.9
2018-01-01,overall,121.3
2018-02-01,overall,121.3
2018-03-01,overall,120.9
2018-04-01,overall,120.9
2018-05-01,overall,121.1
2018-06-01,overall,119.6
2018-07-01,overall,119.8
2018-08-01,overall,120.0
2018-09-01,overall,120.5
2018-10-01,overall,120.7
2018-11-01,overall,121.0
2018-12-01,overall,121.1
2019-01-01,overall,120.5
2019-02-01,overall,120.8
2019-03-01,overall,121.1
2019-04-01,overall,121.1
2019-05-01,overall,121.4
2019-06-01,overall,121.4
2019-07-01,overall,121.5
2019-08-01,overall,121.8
2019-09-01,overall,121.8
2019-10-01,overall,122.0
2019-11-01,overall,122.1
2019-12-01,overall,122.3
2020-01-01,overall,122.4
2020-02-01,overall,122.4
2020-03-01,overall,120.9
2020-04-01,overall,117.6
2020-05-01,overall,117.9
2020-06-01,overall,119.1
2020-07-01,overall,119.9
2020-08-01,overall,120.1
2020-09-01,overall,120.1
2020-10-01,overall,120.2
2020-11-01,overall,120.0
2020-12-01,overall,120.6
2021-01-01,overall,122.1
2021-02-01,overall,122.5
2021-03-01,overall,122.9
2021-04-01,overall,123.1
2021-05-01,overall,123.1
2021-06-01,overall,123.2
2021-07-01,overall,122.5
2021-08-01,overall,122.5
2021-09-01,overall,122.8
2021-10-01,overall,123.7
2021-11-01,overall,124.0
2021-12-01,overall,124.5
2022-01-01,overall,124.9
2022-02-01,overall,125.2
2022-03-01,overall,125.6
2022-04-01,overall,125.9
2022-05-01,overall,126.6
2022-06-01,overall,127.4
2022-07-01,overall,127.9
2022-08-01,overall,128.2
2022-09-01,overall,128.3
2022-10-01,overall,128.6
2022-11-01,overall,129.0
2022-12-01,overall,129.2
2023-01-01,overall,129.5
2023-02-01,overall,129.8
2023-03-01,overall,129.9
2023-04-01,overall,130.0
2023-05-01,overall,130.2
2023-06-01,overall,130.4
2023-07-01,overall,130.5
2023-08-01,overall,130.7
2023-09-01,overall,130.8
2023-10-01,overall,130.9
2023-11-01,overall,130.9
2023-12-01,overall,131.2
2024-01-01,overall,131.4
2024-02-01,overall,132.1
2024-03-01,overall,132.2
2024-04-01,overall,132.4
2024-05-01,overall,132.8
2024-06-01,overall,133.0
2024-07-01,overall,133.1
2024-08-01,overall,133.2
2024-09-01,overall,133.2
2024-10-01,overall,133.4
2024-11-01,overall,133.3
2024-12-01,overall,133.4
2025-01-01,overall,133.6
2025-02-01,overall,134.1
2025-03-01,overall,134.1
2025-04-01,overall,134.3
2025-05-01,overall,134.4
2025-06-01,overall,134.5
2025-07-01,overall,134.7
2025-08-01,overall,134.9
2025-09-01,overall,135.2
2025-10-01,overall,135.1
2025-11-01,overall,135.1
2000-01-01,01,74.8
2000-02-01,01,74.6
2000-03-01,01,74.3
2000-04-01,01,74.3
2000-05-01,01,74.3
2000-06-01,01,74.3
2000-07-01,01,74.3
2000-08-01,01,74.1
2000-09-01,01,74.0
2000-10-01,01,74.0
2000-11-01,01,74.0
2000-12-01,01,74.9
2001-01-01,01,75.3
2001-02-01,01,75.2
2001-03-01,01,74.8
2001-04-01,01,74.8
2001-05-01,01,75.0
2001-06-01,01,74.7
2001-07-01,01,74.6
2001-08-01,01,74.4
2001-09-01,01,74.7
2001-10-01,01,74.4
2001-11-01,01,74.9
2001-12-01,01,75.1
2002-01-01,01,75.5
2002-02-01,01,75.9
2002-03-01,01,75.3
2002-04-01,01,75.1
2002-05-01,01,75.0
2002-06-01,01,75.3
2002-07-01,01,75.2
2002-08-01,01,75.1
2002-09-01,01,75.1
2002-10-01,01,75.1
2002-11-01,01,75.6
2002-12-01,01,76.1
2003-01-01,01,76.4
2003-02-01,01,76.6
2003-03-01,01,76.0
2003-04-01,01,76.1
2003-05-01,01,76.2
2003-06-01,01,76.1
2003-07-01,01,76.3
2003-08-01,01,76.3
2003-09-01,01,76.2
2003-10-01,01,76.4
2003-11-01,01,76.6
2003-12-01,01,77.2
2004-01-01,01,77.3
2004-02-01,01,77.3
2004-03-01,01,77.1
2004-04-01,01,77.3
2004-05-01,01,77.7
2004-06-01,01,78.0
2004-07-01,01,78.2
2004-08-01,01,78.3
2004-09-01,01,78.1
2004-10-01,01,78.6
2004-11-01,01,79.2
2004-12-01,01,79.5
2005-01-01,01,79.8
2005-02-01,01,79.8
2005-03-01,01,79.9
2005-04-01,01,80.2
2005-05-01,01,80.6
2005-06-01,01,81.0
2005-07-01,01,80.8
2005-08-01,01,81.1
2005-09-01,01,81.3
2005-10-01,01,81.6
2005-11-01,01,82.1
2005-12-01,01,82.5
2006-01-01,01,83.1
2006-02-01,01,83.0
2006-03-01,01,82.7
2006-04-01,01,82.7
2006-05-01,01,83.2
2006-06-01,01,83.6
2006-07-01,01,83.9
2006-08-01,01,83.7
2006-09-01,01,83.8
2006-10-01,01,84.0
2006-11-01,01,84.5
2006-12-01,01,84.9
2007-01-01,01,85.7
2007-02-01,01,85.7
2007-03-01,01,85.3
2007-04-01,01,85.3
2007-05-01,01,85.3
2007-06-01,01,85.5
2007-07-01,01,85.8
2007-08-01,01,86.1
2007-09-01,01,86.3
2007-10-01,01,86.5
2007-11-01,01,87.8
2007-12-01,01,88.5
2008-01-01,01,89.1
2008-02-01,01,89.5
2008-03-01,01,89.5
2008-04-01,01,90.1
2008-05-01,01,92.2
2008-06-01,01,94.1
2008-07-01,01,95.4
2008-08-01,01,96.2
2008-09-01,01,96.9
2008-10-01,01,97.1
2008-11-01,01,97.4
2008-12-01,01,97.7
2009-01-01,01,97.8
2009-02-01,01,97.8
2009-03-01,01,97.3
2009-04-01,01,96.9
2009-05-01,01,97.0
2009-06-01,01,97.2
2009-07-01,01,97.4
2009-08-01,01,97.5
2009-09-01,01,97.9
2009-10-01,01,97.9
2009-11-01,01,98.3
2009-12-01,01,98.8
2010-01-01,01,99.0
2010-02-01,01,99.0
2010-03-01,01,99.0
2010-04-01,01,99.1
2010-05-01,01,99.5
2010-06-01,01,100.0
2010-07-01,01,100.2
2010-08-01,01,100.5
2010-09-01,01,100.5
2010-10-01,01,100.6
2010-11-01,01,101.1
2010-12-01,01,101.4
2011-01-01,01,102.6
2011-02-01,01,103.7
2011-03-01,01,103.7
2011-04-01,01,104.0
2011-05-01,01,104.0
2011-06-01,01,104.7
2011-07-01,01,105.1
2011-08-01,01,105.1
2011-09-01,01,105.5
2011-10-01,01,106.3
2011-11-01,01,106.3
2011-12-01,01,106.6
2012-01-01,01,107.5
2012-02-01,01,106.7
2012-03-01,01,106.7
2012-04-01,01,106.4
2012-05-01,01,107.1
2012-06-01,01,107.7
2012-07-01,01,107.8
2012-08-01,01,108.0
2012-09-01,01,108.0
2012-10-01,01,108.4
2012-11-01,01,108.4
2012-12-01,01,108.7
2013-01-01,01,109.9
2013-02-01,01,110.2
2013-03-01,01,110.2
2013-04-01,01,110.4
2013-05-01,01,110.8
2013-06-01,01,111.2
2013-07-01,01,112.0
2013-08-01,01,111.9
2013-09-01,01,112.2
2013-10-01,01,112.4
2013-11-01,01,112.6
2013-12-01,01,113.6
2014-01-01,01,114.5
2014-02-01,01,114.4
2014-03-01,01,114.5
2014-04-01,01,114.4
2014-05-01,01,114.5
2014-06-01,01,115.1
2014-07-01,01,115.5
2014-08-01,01,115.6
2014-09-01,01,115.8
2014-10-01,01,115.6
2014-11-01,01,115.9
2014-12-01,01,116.3
2015-01-01,01,117.7
2015-02-01,01,117.5
2015-03-01,01,117.1
2015-04-01,01,118.0
2015-05-01,01,118.5
2015-06-01,01,119.0
2015-07-01,01,119.9
2015-08-01,01,120.5
2015-09-01,01,120.8
2015-10-01,01,121.0
2015-11-01,01,120.7
2015-12-01,01,121.6
2016-01-01,01,122.3
2016-02-01,01,123.1
2016-03-01,01,123.0
2016-04-01,01,123.0
2016-05-01,01,123.4
2016-06-01,01,124.0
2016-07-01,01,124.4
2016-08-01,01,124.7
2016-09-01,01,124.4
2016-10-01,01,124.0
2016-11-01,01,124.9
2016-12-01,01,125.7
2017-01-01,01,126.8
2017-02-01,01,128.0
2017-03-01,01,127.5
2017-04-01,01,127.6
2017-05-01,01,128.3
2017-06-01,01,128.8
2017-07-01,01,129.2
2017-08-01,01,129.6
2017-09-01,01,129.7
2017-10-01,01,129.4
2017-11-01,01,129.9
2017-12-01,01,130.8
2018-01-01,01,131.6
2018-02-01,01,131.8
2018-03-01,01,131.1
2018-04-01,01,130.9
2018-05-01,01,131.1
2018-06-01,01,129.8
2018-07-01,01,130.1
2018-08-01,01,130.1
2018-09-01,01,130.3
2018-10-01,01,131.0
2018-11-01,01,131.3
2018-12-01,01,131.7
2019-01-01,01,132.9
2019-02-01,01,133.1
2019-03-01,01,132.5
2019-04-01,01,132.3
2019-05-01,01,132.7
2019-06-01,01,132.8
2019-07-01,01,133.2
2019-08-01,01,133.5
2019-09-01,01,133.2
2019-10-01,01,133.3
2019-11-01,01,133.3
2019-12-01,01,133.9
2020-01-01,01,134.1
2020-02-01,01,134.2
2020-03-01,01,134.1
2020-04-01,01,133.9
2020-05-01,01,134.3
2020-06-01,01,134.9
2020-07-01,01,135.0
2020-08-01,01,135.2
2020-09-01,01,135.1
2020-10-01,01,135.3
2020-11-01,01,135.1
2020-12-01,01,135.8
2021-01-01,01,136.1
2021-02-01,01,136.1
2021-03-01,01,136.1
2021-04-01,01,136.5
2021-05-01,01,136.3
2021-06-01,01,136.7
2021-07-01,01,136.7
2021-08-01,01,136.8
2021-09-01,01,137.6
2021-10-01,01,137.9
2021-11-01,01,138.7
2021-12-01,01,140.1
2022-01-01,01,141.0
2022-02-01,01,141.2
2022-03-01,01,141.6
2022-04-01,01,142.1
2022-05-01,01,143.4
2022-06-01,01,145.1
2022-07-01,01,146.1
2022-08-01,01,146.6
2022-09-01,01,147.0
2022-10-01,01,147.7
2022-11-01,01,148.8
2022-12-01,01,149.6
2023-01-01,01,150.5
2023-02-01,01,151.1
2023-03-01,01,151.3
2023-04-01,01,151.1
2023-05-01,01,151.8
2023-06-01,01,151.9
2023-07-01,01,152.5
2023-08-01,01,152.6
2023-09-01,01,152.8
2023-10-01,01,153.0
2023-11-01,01,152.6
2023-12-01,01,153.0
2024-01-01,01,153.5
2024-02-01,01,153.9
2024-03-01,01,153.9
2024-04-01,01,154.1
2024-05-01,01,154.5
2024-06-01,01,154.9
2024-07-01,01,155.0
2024-08-01,01,155.1
2024-09-01,01,155.2
2024-10-01,01,156.5
2024-11-01,01,156.5
2024-12-01,01,157.2
2025-01-01,01,157.4
2025-02-01,01,157.7
2025-03-01,01,157.8
2025-04-01,01,157.7
2025-05-01,01,157.8
2025-06-01,01,158.1
2025-07-01,01,158.0
2025-08-01,01,158.2
2025-09-01,01,158.5
2025-10-01,01,158.8
2025-11-01,01,158.8
2000-01-01,02,54.9
2000-02-01,02,54.9
2000-03-01,02,55.0
2000-04-01,02,55.1
2000-05-01,02,55.1
2000-06-01,02,55.1
2000-07-01,02,55.2
2000-08-01,02,55.2
2000-09-01,02,55.3
2000-10-01,02,55.3
2000-11-01,02,57.5
2000-12-01,02,57.5
2001-01-01,02,57.5
2001-02-01,02,57.6
2001-03-01,02,57.6
2001-04-01,02,57.7
2001-05-01,02,57.7
2001-06-01,02,57.7
2001-07-01,02,57.8
2001-08-01,02,57.7
2001-09-01,02,57.8
2001-10-01,02,57.8
2001-11-01,02,60.5
2001-12-01,02,60.5
2002-01-01,02,60.5
2002-02-01,02,60.5
2002-03-01,02,60.5
2002-04-01,02,60.5
2002-05-01,02,60.5
2002-06-01,02,60.5
2002-07-01,02,60.6
2002-08-01,02,60.6
2002-09-01,02,60.6
2002-10-01,02,60.6
2002-11-01,02,60.6
2002-12-01,02,60.6
2003-01-01,02,60.6
2003-02-01,02,60.6
2003-03-01,02,60.6
2003-04-01,02,60.7
2003-05-01,02,60.6
2003-06-01,02,60.7
2003-07-01,02,60.7
2003-08-01,02,60.7
2003-09-01,02,63.5
2003-10-01,02,63.5
2003-11-01,02,63.5
2003-12-01,02,63.6
2004-01-01,02,63.6
2004-02-01,02,63.6
2004-03-01,02,63.7
2004-04-01,02,63.7
2004-05-01,02,63.7
2004-06-01,02,63.7
2004-07-01,02,63.8
2004-08-01,02,63.8
2004-09-01,02,71.6
2004-10-01,02,71.9
2004-11-01,02,71.9
2004-12-01,02,72.0
2005-01-01,02,72.0
2005-02-01,02,72.0
2005-03-01,02,72.1
2005-04-01,02,72.0
2005-05-01,02,72.1
2005-06-01,02,72.2
2005-07-01,02,72.3
2005-08-01,02,72.3
2005-09-01,02,72.3
2005-10-01,02,77.0
2005-11-01,02,77.0
2005-12-01,02,77.0
2006-01-01,02,77.1
2006-02-01,02,77.2
2006-03-01,02,77.2
2006-04-01,02,77.2
2006-05-01,02,77.2
2006-06-01,02,77.2
2006-07-01,02,77.3
2006-08-01,02,77.3
2006-09-01,02,80.9
2006-10-01,02,80.9
2006-11-01,02,80.9
2006-12-01,02,81.0
2007-01-01,02,80.9
2007-02-01,02,80.9
2007-03-01,02,80.9
2007-04-01,02,80.9
2007-05-01,02,80.9
2007-06-01,02,80.9
2007-07-01,02,88.0
2007-08-01,02,88.1
2007-09-01,02,88.1
2007-10-01,02,88.1
2007-11-01,02,88.1
2007-12-01,02,88.1
2008-01-01,02,88.2
2008-02-01,02,88.2
2008-03-01,02,88.2
2008-04-01,02,88.2
2008-05-01,02,88.3
2008-06-01,02,88.4
2008-07-01,02,88.5
2008-08-01,02,88.5
2008-09-01,02,95.5
2008-10-01,02,95.4
2008-11-01,02,95.5
2008-12-01,02,95.5
2009-01-01,02,95.5
2009-02-01,02,95.4
2009-03-01,02,95.5
2009-04-01,02,95.5
2009-05-01,02,95.5
2009-06-01,02,95.6
2009-07-01,02,95.6
2009-08-01,02,95.6
2009-09-01,02,95.6
2009-10-01,02,98.2
2009-11-01,02,98.3
2009-12-01,02,98.3
2010-01-01,02,98.3
2010-02-01,02,98.3
2010-03-01,02,98.4
2010-04-01,02,98.4
2010-05-01,02,98.4
2010-06-01,02,98.5
2010-07-01,02,98.6
2010-08-01,02,98.6
2010-09-01,02,98.7
2010-10-01,02,104.6
2010-11-01,02,104.6
2010-12-01,02,104.6
2011-01-01,02,104.6
2011-02-01,02,104.6
2011-03-01,02,104.6
2011-04-01,02,104.6
2011-05-01,02,104.6
2011-06-01,02,104.7
2011-07-01,02,104.6
2011-08-01,02,104.6
2011-09-01,02,104.6
2011-10-01,02,104.6
2011-11-01,02,104.6
2011-12-01,02,104.6
2012-01-01,02,104.6
2012-02-01,02,104.6
2012-03-01,02,104.6
2012-04-01,02,104.6
2012-05-01,02,104.7
2012-06-01,02,104.7
2012-07-01,02,104.7
2012-08-01,02,104.8
2012-09-01,02,104.9
2012-10-01,02,104.9
2012-11-01,02,106.6
2012-12-01,02,106.6
2013-01-01,02,106.7
2013-02-01,02,106.7
2013-03-01,02,106.7
2013-04-01,02,106.7
2013-05-01,02,106.7
2013-06-01,02,109.1
2013-07-01,02,109.1
2013-08-01,02,109.1
2013-09-01,02,109.6
2013-10-01,02,121.7
2013-11-01,02,121.7
2013-12-01,02,121.6
2014-01-01,02,121.7
2014-02-01,02,121.7
2014-03-01,02,121.7
2014-04-01,02,121.7
2014-05-01,02,121.7
2014-06-01,02,121.8
2014-07-01,02,121.8
2014-08-01,02,121.8
2014-09-01,02,125.8
2014-10-01,02,121.9
2014-11-01,02,134.5
2014-12-01,02,134.5
2015-01-01,02,134.6
2015-02-01,02,134.6
2015-03-01,02,134.6
2015-04-01,02,137.5
2015-05-01,02,135.4
2015-06-01,02,135.6
2015-07-01,02,138.0
2015-08-01,02,138.1
2015-09-01,02,138.1
2015-10-01,02,138.1
2015-11-01,02,162.3
2015-12-01,02,165.1
2016-01-01,02,165.0
2016-02-01,02,165.0
2016-03-01,02,165.1
2016-04-01,02,165.1
2016-05-01,02,165.3
2016-06-01,02,165.3
2016-07-01,02,165.4
2016-08-01,02,165.3
2016-09-01,02,165.3
2016-10-01,02,165.4
2016-11-01,02,165.4
2016-12-01,02,165.3
2017-01-01,02,165.3
2017-02-01,02,165.3
2017-03-01,02,165.4
2017-04-01,02,165.4
2017-05-01,02,165.6
2017-06-01,02,165.5
2017-07-01,02,165.5
2017-08-01,02,165.5
2017-09-01,02,165.5
2017-10-01,02,165.6
2017-11-01,02,165.7
2017-12-01,02,165.6
2018-01-01,02,165.6
2018-02-01,02,165.5
2018-03-01,02,165.6
2018-04-01,02,165.7
2018-05-01,02,165.7
2018-06-01,02,164.4
2018-07-01,02,164.1
2018-08-01,02,163.9
2018-09-01,02,164.0
2018-10-01,02,164.3
2018-11-01,02,167.4
2018-12-01,02,167.5
2019-01-01,02,167.5
2019-02-01,02,167.4
2019-03-01,02,167.5
2019-04-01,02,167.7
2019-05-01,02,167.8
2019-06-01,02,167.9
2019-07-01,02,167.9
2019-08-01,02,168.0
2019-09-01,02,167.9
2019-10-01,02,167.9
2019-11-01,02,168.0
2019-12-01,02,167.8
2020-01-01,02,167.7
2020-02-01,02,167.8
2020-03-01,02,168.0
2020-04-01,02,168.0
2020-05-01,02,168.1
2020-06-01,02,168.2
2020-07-01,02,168.4
2020-08-01,02,168.5
2020-09-01,02,168.7
2020-10-01,02,168.7
2020-11-01,02,168.8
2020-12-01,02,168.8
2021-01-01,02,168.9
2021-02-01,02,168.9
2021-03-01,02,169.0
2021-04-01,02,169.1
2021-05-01,02,169.2
2021-06-01,02,169.3
2021-07-01,02,169.2
2021-08-01,02,169.2
2021-09-01,02,169.3
2021-10-01,02,169.2
2021-11-01,02,169.3
2021-12-01,02,169.3
2022-01-01,02,169.5
2022-02-01,02,169.5
2022-03-01,02,169.8
2022-04-01,02,169.9
2022-05-01,02,169.9
2022-06-01,02,170.0
2022-07-01,02,170.2
2022-08-01,02,170.3
2022-09-01,02,170.5
2022-10-01,02,170.6
2022-11-01,02,170.7
2022-12-01,02,170.5
2023-01-01,02,170.8
2023-02-01,02,170.8
2023-03-01,02,170.9
2023-04-01,02,171.0
2023-05-01,02,171.1
2023-06-01,02,171.1
2023-07-01,02,171.1
2023-08-01,02,171.1
2023-09-01,02,171.7
2023-10-01,02,171.7
2023-11-01,02,171.8
2023-12-01,02,171.6
2024-01-01,02,171.5
2024-02-01,02,171.5
2024-03-01,02,171.8
2024-04-01,02,171.9
2024-05-01,02,172.2
2024-06-01,02,172.3
2024-07-01,02,172.6
2024-08-01,02,172.9
2024-09-01,02,173.0
2024-10-01,02,173.1
2024-11-01,02,173.1
2024-12-01,02,172.9
2025-01-01,02,173.1
2025-02-01,02,173.1
2025-03-01,02,173.1
2025-04-01,02,173.2
2025-05-01,02,173.3
2025-06-01,02,173.3
2025-07-01,02,173.6
2025-08-01,02,173.6
2025-09-01,02,173.6
2025-10-01,02,173.6
2025-11-01,02,177.2
2000-01-01,03,118.1
2000-02-01,03,118.5
2000-03-01,03,117.7
2000-04-01,03,118.1
2000-05-01,03,117.7
2000-06-01,03,117.5
2000-07-01,03,117.6
2000-08-01,03,116.1
2000-09-01,03,117.2
2000-10-01,03,116.2
2000-11-01,03,116.1
2000-12-01,03,114.9
2001-01-01,03,115.0
2001-02-01,03,115.9
2001-03-01,03,114.2
2001-04-01,03,115.4
2001-05-01,03,114.9
2001-06-01,03,114.5
2001-07-01,03,114.8
2001-08-01,03,113.1
2001-09-01,03,113.1
2001-10-01,03,113.4
2001-11-01,03,112.9
2001-12-01,03,111.7
2002-01-01,03,112.7
2002-02-01,03,112.9
2002-03-01,03,111.8
2002-04-01,03,112.4
2002-05-01,03,112.1
2002-06-01,03,111.8
2002-07-01,03,111.6
2002-08-01,03,110.3
2002-09-01,03,111.0
2002-10-01,03,110.7
2002-11-01,03,110.9
2002-12-01,03,110.0
2003-01-01,03,110.0
2003-02-01,03,110.2
2003-03-01,03,109.4
2003-04-01,03,110.3
2003-05-01,03,109.9
2003-06-01,03,109.6
2003-07-01,03,109.9
2003-08-01,03,108.6
2003-09-01,03,109.4
2003-10-01,03,108.8
2003-11-01,03,107.9
2003-12-01,03,107.9
2004-01-01,03,108.0
2004-02-01,03,108.6
2004-03-01,03,107.3
2004-04-01,03,108.1
2004-05-01,03,107.3
2004-06-01,03,107.3
2004-07-01,03,107.4
2004-08-01,03,106.5
2004-09-01,03,107.4
2004-10-01,03,107.0
2004-11-01,03,106.0
2004-12-01,03,106.2
2005-01-01,03,106.9
2005-02-01,03,106.8
2005-03-01,03,106.2
2005-04-01,03,106.7
2005-05-01,03,106.5
2005-06-01,03,106.0
2005-07-01,03,106.5
2005-08-01,03,104.7
2005-09-01,03,106.3
2005-10-01,03,105.2
2005-11-01,03,106.0
2005-12-01,03,105.0
2006-01-01,03,104.8
2006-02-01,03,105.9
2006-03-01,03,104.6
2006-04-01,03,105.7
2006-05-01,03,105.4
2006-06-01,03,104.8
2006-07-01,03,105.3
2006-08-01,03,103.9
2006-09-01,03,104.9
2006-10-01,03,103.3
2006-11-01,03,104.5
2006-12-01,03,103.1
2007-01-01,03,104.3
2007-02-01,03,103.1
2007-03-01,03,103.4
2007-04-01,03,103.5
2007-05-01,03,103.6
2007-06-01,03,103.6
2007-07-01,03,103.1
2007-08-01,03,102.7
2007-09-01,03,103.5
2007-10-01,03,102.6
2007-11-01,03,103.2
2007-12-01,03,102.4
2008-01-01,03,102.8
2008-02-01,03,103.2
2008-03-01,03,102.5
2008-04-01,03,103.1
2008-05-01,03,103.0
2008-06-01,03,103.1
2008-07-01,03,102.7
2008-08-01,03,102.3
2008-09-01,03,102.0
2008-10-01,03,102.7
2008-11-01,03,102.7
2008-12-01,03,101.8
2009-01-01,03,101.9
2009-02-01,03,102.6
2009-03-01,03,101.8
2009-04-01,03,102.5
2009-05-01,03,102.3
2009-06-01,03,101.9
2009-07-01,03,101.7
2009-08-01,03,101.4
2009-09-01,03,101.1
2009-10-01,03,101.1
2009-11-01,03,101.5
